Model,Make,YOM,Color,Used,Transmission,Mileage,Location,Price
Wingroad,Nissan,2011,Silver,Foreign Used,Automatic,39459,"Nairobi, Kilimani","KSh 800,000"
Sai,Toyota,2011,Silver,Foreign Used,Automatic,123211,"Nairobi, Kilimani","KSh 1,600,000"
Land,Toyota,2011,Silver,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 6,500,000"
Forester,Subaru,2009,Silver,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,400,000"
Vanette,Nissan,1994,Silver,Foreign Used,Automatic,115000,"Nairobi, Kilimani","KSh 1,180,000"
Vanette,Nissan,1994,Silver,Foreign Used,Automatic,115000,"Nairobi, Kilimani","KSh 1,180,000"
Vanette,Nissan,1994,Silver,Foreign Used,Automatic,115000,"Nairobi, Kilimani","KSh 1,180,000"
CX-5,Mazda,2014,Teal,Foreign Used,Automatic,46000,"Nairobi, Kilimani","KSh 2,400,000"
Note,Nissan,2014,Teal,Foreign Used,Automatic,30000,"Nairobi, Kilimani","KSh 830,000"
Note,Nissan,2014,Teal,Foreign Used,Automatic,30000,"Nairobi, Kilimani","KSh 830,000"
Note,Nissan,2014,Teal,Foreign Used,Automatic,30000,"Nairobi, Kilimani","KSh 830,000"
Note,Nissan,2014,Teal,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 870,000"
208,Peugeot,2014,Teal,Foreign Used,Automatic,73261,"Nairobi, Kilimani","KSh 970,000"
Ranger,Ford,2020,White,Foreign Used,Automatic,2116,"Nairobi, Kilimani","KSh 6,799,000"
Ranger,Ford,2020,White,Foreign Used,Automatic,2115,"Nairobi, Kilimani","KSh 6,799,000"
Ranger,Ford,2020,White,Foreign Used,Automatic,2116,"Nairobi, Kilimani","KSh 6,799,000"
Land,Toyota,2019,White,Foreign Used,Automatic,23137,"Nairobi, Kilimani","KSh 8,650,000"
E220,Mercedes-Benz,2018,White,Foreign Used,Automatic,12000,"Nairobi, Kilimani","KSh 12,500,000"
220E,Mercedes-Benz,2018,White,Foreign Used,Automatic,12000,"Nairobi, Kilimani","KSh 12,500,000"
220E,Mercedes-Benz,2018,White,Foreign Used,Automatic,12000,"Nairobi, Kilimani","KSh 12,500,000"
E220,Mercedes-Benz,2018,White,Foreign Used,Automatic,12000,"Nairobi, Kilimani","KSh 12,500,000"
Liberty,Subaru,2018,White,Foreign Used,Automatic,48972,"Nairobi, Kilimani","KSh 3,400,000"
Forester,Subaru,2018,White,Foreign Used,Automatic,13000,"Nairobi, Kilimani","KSh 3,950,000"
Ranger,Ford,2017,White,Foreign Used,Automatic,71000,"Nairobi, Kilimani","KSh 4,999,999"
Ranger,Ford,2017,White,Foreign Used,Automatic,69000,"Nairobi, Kilimani","KSh 5,049,000"
Ranger,Ford,2017,White,Foreign Used,Automatic,70952,"Nairobi, Kilimani","KSh 5,199,000"
Ranger,Ford,2017,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 5,500,000"
Ranger,Ford,2017,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 5,500,000"
Hilux,Toyota,2017,White,Foreign Used,Automatic,30000,"Nairobi, Kilimani","KSh 4,999,000"
Hilux,Toyota,2017,White,Foreign Used,Automatic,30000,"Nairobi, Kilimani","KSh 4,999,000"
Hilux,Toyota,2017,White,Foreign Used,Automatic,29800,"Nairobi, Kilimani","KSh 4,999,000"
Hilux,Toyota,2017,White,Foreign Used,Automatic,29999,"Nairobi, Kilimani","KSh 4,999,999"
Hilux,Toyota,2017,White,Foreign Used,Automatic,21332,"Nairobi, Kilimani","KSh 5,649,000"
Hilux,Toyota,2017,White,Foreign Used,Automatic,21332,"Nairobi, Kilimani","KSh 5,649,000"
Ranger,Ford,2016,White,Foreign Used,Automatic,69000,"Nairobi, Kilimani","KSh 5,025,000"
Ranger,Ford,2016,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 6,100,000"
Ranger,Ford,2016,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 6,100,000"
LX,Lexus,2016,White,Foreign Used,Automatic,50000,"Nairobi, Kilimani","KSh 19,000,000"
LX,Lexus,2016,White,Foreign Used,Automatic,52000,"Nairobi, Kilimani","KSh 21,500,000"
NX,Lexus,2016,White,Foreign Used,Automatic,85748,"Nairobi, Kilimani","KSh 5,300,000"
NX,Lexus,2016,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 5,450,000"
RX,Lexus,2016,White,Foreign Used,Automatic,60322,"Nairobi, Kilimani","KSh 7,295,000"
RX,Lexus,2016,White,Foreign Used,Automatic,60322,"Nairobi, Kilimani","KSh 7,295,000"
CX-3,Mazda,2016,White,Foreign Used,Automatic,147523,"Nairobi, Kilimani","KSh 1,980,000"
CX-3,Mazda,2016,White,Foreign Used,Automatic,147000,"Nairobi, Kilimani","KSh 2,100,000"
CX-3,Mazda,2016,White,Foreign Used,Automatic,161000,"Nairobi, Kilimani","KSh 2,100,000"
GLC-Class,Mercedes-Benz,2016,White,Foreign Used,Automatic,38412,"Nairobi, Kilimani","KSh 6,700,000"
Outlander,Mitsubishi,2016,White,Foreign Used,Automatic,48000,"Nairobi, Kilimani","KSh 3,000,000"
Outlander,Mitsubishi,2016,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,250,000"
Outlander,Mitsubishi,2016,White,Foreign Used,Automatic,43800,"Nairobi, Kilimani","KSh 3,499,000"
Wagon,Suzuki,2016,White,Foreign Used,Automatic,102000,"Nairobi, Kilimani","KSh 690,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,135075,"Nairobi, Kilimani","KSh 1,020,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,135075,"Nairobi, Kilimani","KSh 1,020,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,94000,"Nairobi, Kilimani","KSh 1,030,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,99000,"Nairobi, Kilimani","KSh 1,050,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,99000,"Nairobi, Kilimani","KSh 1,050,000"
Hilux,Toyota,2016,White,Foreign Used,Automatic,50000,"Nairobi, Kilimani","KSh 5,249,000"
Hilux,Toyota,2016,White,Foreign Used,Automatic,78000,"Nairobi, Kilimani","KSh 5,300,000"
Hilux,Toyota,2016,White,Foreign Used,Automatic,45600,"Nairobi, Kilimani","KSh 5,399,000"
Hilux,Toyota,2016,White,Foreign Used,Automatic,95023,"Nairobi, Kilimani","KSh 5,480,000"
Hilux,Toyota,2016,White,Foreign Used,Automatic,45000,"Nairobi, Kilimani","KSh 5,500,000"
Hilux,Toyota,2016,White,Foreign Used,Automatic,87000,"Nairobi, Kilimani","KSh 5,600,000"
Fortuner,Toyota,2016,White,Foreign Used,Automatic,59000,"Nairobi, Kilimani","KSh 6,380,000"
Land,Toyota,2016,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 6,800,000"
Land,Toyota,2016,White,Foreign Used,Automatic,58000,"Nairobi, Kilimani","KSh 6,950,000"
Land,Toyota,2016,White,Foreign Used,Automatic,58000,"Nairobi, Kilimani","KSh 6,950,000"
Land,Toyota,2016,White,Foreign Used,Automatic,58000,"Nairobi, Kilimani","KSh 6,950,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,121000,"Nairobi, Kilimani","KSh 960,000"
Probox,Toyota,2016,White,Foreign Used,Automatic,97000,"Nairobi, Kilimani","KSh 996,000"
320i,BMW,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,199,999"
320i,BMW,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,199,999"
320i,BMW,2015,White,Foreign Used,Automatic,63000,"Nairobi, Kilimani","KSh 2,200,000"
320i,BMW,2015,White,Foreign Used,Automatic,63000,"Nairobi, Kilimani","KSh 2,200,000"
Vezel,Honda,2015,White,Foreign Used,Automatic,61000,"Nairobi, Kilimani","KSh 2,450,000"
CR-V,Honda,2015,White,Foreign Used,Automatic,87000,"Nairobi, Kilimani","KSh 3,200,000"
NX,Lexus,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 5,450,000"
Demio,Mazda,2015,White,Foreign Used,Automatic,105786,"Nairobi, Kilimani","KSh 1,050,000"
CX-5,Mazda,2015,White,Foreign Used,Automatic,75000,"Nairobi, Kilimani","KSh 2,250,000"
CX-5,Mazda,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,300,000"
CX-5,Mazda,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,370,000"
CX-5,Mazda,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,370,000"
Carol,Mazda,2015,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 650,000"
Demio,Mazda,2015,White,Foreign Used,Automatic,75000,"Nairobi, Kilimani","KSh 980,000"
Demio,Mazda,2015,White,Foreign Used,Automatic,164000,"Nairobi, Kilimani","KSh 990,000"
C63,Mercedes-Benz,2015,White,Foreign Used,Automatic,31000,"Nairobi, Kilimani","KSh 10,000,000"
C200,Mercedes-Benz,2015,White,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 3,500,000"
C200,Mercedes-Benz,2015,White,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 3,500,000"
C200,Mercedes-Benz,2015,White,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 3,500,000"
C200,Mercedes-Benz,2015,White,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 3,500,000"
E250,Mercedes-Benz,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,750,000"
RVR,Mitsubishi,2015,White,Foreign Used,Automatic,51000,"Nairobi, Kilimani","KSh 2,200,000"
RVR,Mitsubishi,2015,White,Foreign Used,Automatic,51000,"Nairobi, Kilimani","KSh 2,200,000"
Outlander,Mitsubishi,2015,White,Foreign Used,Automatic,86000,"Nairobi, Kilimani","KSh 2,800,000"
Outlander,Mitsubishi,2015,White,Foreign Used,Automatic,86000,"Nairobi, Kilimani","KSh 2,800,000"
Pajero,Mitsubishi,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,990,000"
Pajero,Mitsubishi,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,990,000"
Elgrand,Nissan,2015,White,Foreign Used,Automatic,175000,"Nairobi, Kilimani","KSh 2,050,000"
Elgrand,Nissan,2015,White,Foreign Used,Automatic,171000,"Nairobi, Kilimani","KSh 2,290,000"
X-Trail,Nissan,2015,White,Foreign Used,Automatic,72563,"Nairobi, Kilimani","KSh 2,350,000"
308,Peugeot,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,499,000"
308,Peugeot,2015,White,Foreign Used,Automatic,86000,"Nairobi, Kilimani","KSh 1,500,000"
Forester,Subaru,2015,White,Foreign Used,Automatic,36525,"Nairobi, Kilimani","KSh 2,750,000"
Outback,Subaru,2015,White,Foreign Used,Automatic,154000,"Nairobi, Kilimani","KSh 3,199,000"
Alto,Suzuki,2015,White,Foreign Used,Automatic,130000,"Nairobi, Kilimani","KSh 560,000"
Alto,Suzuki,2015,White,Foreign Used,Automatic,130000,"Nairobi, Kilimani","KSh 560,000"
Alto,Suzuki,2015,White,Foreign Used,Automatic,68575,"Nairobi, Kilimani","KSh 580,000"
Every,Suzuki,2015,White,Foreign Used,Automatic,67523,"Nairobi, Kilimani","KSh 740,000"
Every,Suzuki,2015,White,Foreign Used,Automatic,113644,"Nairobi, Kilimani","KSh 750,000"
Every,Suzuki,2015,White,Foreign Used,Automatic,107853,"Nairobi, Kilimani","KSh 750,000"
Succeed,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,000,000"
Succeed,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,000,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,109175,"Nairobi, Kilimani","KSh 1,000,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,140000,"Nairobi, Kilimani","KSh 1,000,000"
Succeed,Toyota,2015,White,Foreign Used,Automatic,118000,"Nairobi, Kilimani","KSh 1,000,000"
Succeed,Toyota,2015,White,Foreign Used,Automatic,97000,"Nairobi, Kilimani","KSh 1,070,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,92000,"Nairobi, Kilimani","KSh 1,075,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,101000,"Nairobi, Kilimani","KSh 1,080,000"
Ractis,Toyota,2015,White,Foreign Used,Automatic,91786,"Nairobi, Kilimani","KSh 1,120,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,150,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,150,000"
Axio,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,400,000"
Fielder,Toyota,2015,White,Foreign Used,Automatic,55000,"Nairobi, Kilimani","KSh 1,420,000"
Fielder,Toyota,2015,White,Foreign Used,Automatic,55000,"Nairobi, Kilimani","KSh 1,420,000"
Auris,Toyota,2015,White,Foreign Used,Automatic,69000,"Nairobi, Kilimani","KSh 1,430,000"
Fielder,Toyota,2015,White,Foreign Used,Automatic,164000,"Nairobi, Kilimani","KSh 1,450,000"
Fielder,Toyota,2015,White,Foreign Used,Automatic,85245,"Nairobi, Kilimani","KSh 1,500,000"
Fielder,Toyota,2015,White,Foreign Used,Automatic,75236,"Nairobi, Kilimani","KSh 1,500,000"
Fielder,Toyota,2015,White,Foreign Used,Automatic,70000,"Nairobi, Kilimani","KSh 1,530,000"
Voxy,Toyota,2015,White,Foreign Used,Automatic,87536,"Nairobi, Kilimani","KSh 1,800,000"
Premio,Toyota,2015,White,Foreign Used,Automatic,110500,"Nairobi, Kilimani","KSh 1,850,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,390,000"
Harrier,Toyota,2015,White,Foreign Used,Automatic,65484,"Nairobi, Kilimani","KSh 3,100,000"
Harrier,Toyota,2015,White,Foreign Used,Automatic,65484,"Nairobi, Kilimani","KSh 3,100,000"
Harrier,Toyota,2015,White,Foreign Used,Automatic,65000,"Nairobi, Kilimani","KSh 3,250,000"
Harrier,Toyota,2015,White,Foreign Used,Automatic,71207,"Nairobi, Kilimani","KSh 3,280,000"
Harrier,Toyota,2015,White,Foreign Used,Automatic,103647,"Nairobi, Kilimani","KSh 3,300,000"
Harrier,Toyota,2015,White,Foreign Used,Automatic,144000,"Nairobi, Kilimani","KSh 3,590,000"
Harrier,Toyota,2015,White,Foreign Used,Automatic,150000,"Nairobi, Kilimani","KSh 3,600,000"
Harrier,Toyota,2015,White,Foreign Used,Automatic,87568,"Nairobi, Kilimani","KSh 3,700,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,85000,"Nairobi, Kilimani","KSh 3,700,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,134000,"Nairobi, Kilimani","KSh 3,999,999"
Hilux,Toyota,2015,White,Foreign Used,Automatic,62000,"Nairobi, Kilimani","KSh 4,150,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,150,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,66200,"Nairobi, Kilimani","KSh 4,249,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,68200,"Nairobi, Kilimani","KSh 4,300,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,68200,"Nairobi, Kilimani","KSh 4,300,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,68200,"Nairobi, Kilimani","KSh 4,300,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,68200,"Nairobi, Kilimani","KSh 4,300,000"
Land,Toyota,2015,White,Foreign Used,Automatic,27500,"Nairobi, Kilimani","KSh 5,250,000"
Land,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 5,500,000"
Land,Toyota,2015,White,Foreign Used,Automatic,87523,"Nairobi, Kilimani","KSh 5,650,000"
Land,Toyota,2015,White,Foreign Used,Automatic,61000,"Nairobi, Kilimani","KSh 5,700,000"
Land,Toyota,2015,White,Foreign Used,Automatic,32000,"Nairobi, Kilimani","KSh 5,750,000"
Land,Toyota,2015,White,Foreign Used,Automatic,80300,"Nairobi, Kilimani","KSh 5,850,000"
Land,Toyota,2015,White,Foreign Used,Automatic,38000,"Nairobi, Kilimani","KSh 5,950,000"
Land,Toyota,2015,White,Foreign Used,Automatic,85000,"Nairobi, Kilimani","KSh 6,400,000"
Land,Toyota,2015,White,Foreign Used,Automatic,62000,"Nairobi, Kilimani","KSh 6,450,000"
Land,Toyota,2015,White,Foreign Used,Automatic,62000,"Nairobi, Kilimani","KSh 6,450,000"
Land,Toyota,2015,White,Foreign Used,Automatic,62000,"Nairobi, Kilimani","KSh 6,450,000"
Hilux,Toyota,2015,White,Foreign Used,Automatic,79000,"Nairobi, Kilimani","KSh 6,500,000"
Land,Toyota,2015,White,Foreign Used,Automatic,113257,"Nairobi, Kilimani","KSh 6,500,000"
Land,Toyota,2015,White,Foreign Used,Automatic,80000,"Nairobi, Kilimani","KSh 6,550,000"
Land,Toyota,2015,White,Foreign Used,Automatic,57000,"Nairobi, Kilimani","KSh 6,650,000"
Land,Toyota,2015,White,Foreign Used,Automatic,37390,"Nairobi, Kilimani","KSh 9,390,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 920,000"
Succeed,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 920,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,42583,"Nairobi, Kilimani","KSh 920,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 920,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,93000,"Nairobi, Kilimani","KSh 930,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,100000,"Nairobi, Kilimani","KSh 930,000"
Succeed,Toyota,2015,White,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 930,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,93000,"Nairobi, Kilimani","KSh 930,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,100000,"Nairobi, Kilimani","KSh 930,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,127000,"Nairobi, Kilimani","KSh 935,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,127000,"Nairobi, Kilimani","KSh 935,000"
Succeed,Toyota,2015,White,Foreign Used,Automatic,95215,"Nairobi, Kilimani","KSh 935,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,127000,"Nairobi, Kilimani","KSh 935,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,171000,"Nairobi, Kilimani","KSh 940,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 950,000"
Succeed,Toyota,2015,White,Foreign Used,Automatic,145000,"Nairobi, Kilimani","KSh 950,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,98009,"Nairobi, Kilimani","KSh 970,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,98009,"Nairobi, Kilimani","KSh 970,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,157308,"Nairobi, Kilimani","KSh 990,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,157308,"Nairobi, Kilimani","KSh 990,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 990,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,116000,"Nairobi, Kilimani","KSh 990,000"
Probox,Toyota,2015,White,Foreign Used,Automatic,157308,"Nairobi, Kilimani","KSh 990,000"
Vitz,Toyota,2015,White,Foreign Used,Automatic,95000,"Nairobi, Kilimani","KSh 990,000"
Golf,Volkswagen,2015,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,500,000"
Passat,Volkswagen,2015,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 2,600,000"
Touareg,Volkswagen,2015,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 5,400,000"
Touareg,Volkswagen,2015,White,Foreign Used,Automatic,120786,"Nairobi, Kilimani","KSh 5,500,000"
Touareg,Volkswagen,2015,White,Foreign Used,Automatic,120786,"Nairobi, Kilimani","KSh 5,500,000"
Romeo,Alfa,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,800,000"
A4,Audi,2014,White,Foreign Used,Automatic,72000,"Nairobi, Kilimani","KSh 2,290,000"
A4,Audi,2014,White,Foreign Used,Automatic,82197,"Nairobi, Kilimani","KSh 2,295,000"
A4,Audi,2014,White,Foreign Used,Automatic,82197,"Nairobi, Kilimani","KSh 2,295,000"
A4,Audi,2014,White,Foreign Used,Automatic,124000,"Nairobi, Kilimani","KSh 2,650,000"
Q3,Audi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,990,000"
Q3,Audi,2014,White,Foreign Used,Automatic,99600,"Nairobi, Kilimani","KSh 3,050,000"
Q5,Audi,2014,White,Foreign Used,Automatic,130854,"Nairobi, Kilimani","KSh 3,380,000"
A4,Audi,2014,White,Foreign Used,Automatic,72000,"Nairobi, Kilimani","KSh 3,390,000"
A4,Audi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,390,000"
A4,Audi,2014,White,Foreign Used,Automatic,72000,"Nairobi, Kilimani","KSh 3,390,000"
A4,Audi,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,390,000"
Q5,Audi,2014,White,Foreign Used,Automatic,79917,"Nairobi, Kilimani","KSh 3,500,000"
Q5,Audi,2014,White,Foreign Used,Automatic,65000,"Nairobi, Kilimani","KSh 3,500,000"
Q5,Audi,2014,White,Foreign Used,Automatic,79917,"Nairobi, Kilimani","KSh 3,500,000"
Q5,Audi,2014,White,Foreign Used,Automatic,90000,"Nairobi, Kilimani","KSh 3,750,000"
Q5,Audi,2014,White,Foreign Used,Automatic,32000,"Nairobi, Kilimani","KSh 5,980,000"
X1,BMW,2014,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 2,090,000"
X1,BMW,2014,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 2,090,000"
X1,BMW,2014,White,Foreign Used,Automatic,90000,"Nairobi, Kilimani","KSh 2,150,000"
X1,BMW,2014,White,Foreign Used,Automatic,99000,"Nairobi, Kilimani","KSh 2,180,000"
X1,BMW,2014,White,Foreign Used,Automatic,65000,"Nairobi, Kilimani","KSh 2,180,000"
X1,Bmw,2014,White,Foreign Used,Automatic,98000,"Nairobi, Kilimani","KSh 2,250,000"
X1,BMW,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 2,250,000"
X1,BMW,2014,White,Foreign Used,Automatic,104000,"Nairobi, Kilimani","KSh 2,250,000"
523i,BMW,2014,White,Foreign Used,Automatic,49285,"Nairobi, Kilimani","KSh 2,850,000"
X1,BMW,2014,White,Foreign Used,Automatic,84000,"Nairobi, Kilimani","KSh 2,999,000"
450,BMW,2014,White,Foreign Used,Automatic,110000,"Nairobi, Kilimani","KSh 3,200,000"
X3,BMW,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,350,000"
X3,BMW,2014,White,Foreign Used,Automatic,65000,"Nairobi, Kilimani","KSh 3,800,000"
450,BMW,2014,White,Foreign Used,Automatic,11300,"Nairobi, Kilimani","KSh 3,980,000"
M6,BMW,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,500,000"
X5,BMW,2014,White,Foreign Used,Automatic,65000,"Nairobi, Kilimani","KSh 5,850,000"
X5,BMW,2014,White,Foreign Used,Automatic,92415,"Nairobi, Kilimani","KSh 5,895,000"
X5,BMW,2014,White,Foreign Used,Automatic,92000,"Nairobi, Kilimani","KSh 6,450,000"
X5,BMW,2014,White,Foreign Used,Automatic,97000,"Nairobi, Kilimani","KSh 6,499,000"
Mira,Daihatsu,2014,White,Foreign Used,Automatic,69000,"Nairobi, Kilimani","KSh 545,000"
Mira,Daihatsu,2014,White,Foreign Used,Automatic,69000,"Nairobi, Kilimani","KSh 545,000"
Mira,Daihatsu,2014,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 549,000"
Mira,Daihatsu,2014,White,Foreign Used,Automatic,89000,"Nairobi, Kilimani","KSh 549,000"
Mira,Daihatsu,2014,White,Foreign Used,Automatic,145000,"Nairobi, Kilimani","KSh 550,000"
Move,Daihatsu,2014,White,Foreign Used,Automatic,78563,"Nairobi, Kilimani","KSh 580,000"
Mira,Daihatsu,2014,White,Foreign Used,Automatic,55632,"Nairobi, Kilimani","KSh 590,000"
Mira,Daihatsu,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 650,000"
Mira,Daihatsu,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 650,000"
HIJET,Daihatsu,2014,White,Foreign Used,Automatic,76000,"Nairobi, Kilimani","KSh 760,000"
Mondeo,Ford,2014,White,Foreign Used,Automatic,50000,"Nairobi, Kilimani","KSh 2,100,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,45000,"Nairobi, Kilimani","KSh 3,800,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,41000,"Nairobi, Kilimani","KSh 4,100,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,99242,"Nairobi, Kilimani","KSh 4,170,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,65141,"Nairobi, Kilimani","KSh 4,295,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,99541,"Nairobi, Kilimani","KSh 4,400,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,41206,"Nairobi, Kilimani","KSh 4,400,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,500,000"
Ranger,Ford,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 4,550,000"
Fit,Honda,2014,White,Foreign Used,Automatic,106000,"Nairobi, Kilimani","KSh 1,000,000"
Fit,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,050,000"
Fit,Honda,2014,White,Foreign Used,Automatic,78526,"Nairobi, Kilimani","KSh 1,050,000"
Fit,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,050,000"
Fit,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,100,000"
Insight,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,130,000"
Insight,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,130,000"
Fit,Honda,2014,White,Foreign Used,Automatic,47000,"Nairobi, Kilimani","KSh 1,150,000"
Stepwgn,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,500,000"
Odyssey,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,650,000"
Odyssey,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,670,000"
Odyssey,Honda,2014,White,Foreign Used,Automatic,Unavailable,"Nairobi, Kilimani","KSh 1,670,000"
