Model,Make,YOM,Color,Used,Transmission,Mileage,Location,Price
Fielder,Toyota,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,100,000"
Wish,Toyota,2011,Black,Kenyan Used,Automatic,98523,"Nairobi, Nairobi Central","KSh 1,120,000"
Voxy,Toyota,2011,Black,Kenyan Used,Automatic,118000,"Nairobi, Nairobi Central","KSh 1,150,000"
Voxy,Toyota,2011,Black,Kenyan Used,Automatic,99095,"Nairobi, Nairobi Central","KSh 1,180,000"
Voxy,Toyota,2011,Black,Kenyan Used,Automatic,109852,"Nairobi, Nairobi Central","KSh 1,190,000"
Crown,Toyota,2011,Black,Kenyan Used,Automatic,79685,"Nairobi, Nairobi Central","KSh 1,200,000"
Noah,Toyota,2011,Black,Kenyan Used,Automatic,155000,"Nairobi, Nairobi Central","KSh 1,250,000"
Crown,Toyota,2011,Black,Kenyan Used,Automatic,95000,"Nairobi, Nairobi Central","KSh 1,280,000"
Harrier,Toyota,2011,Black,Kenyan Used,Automatic,119000,"Nairobi, Nairobi Central","KSh 1,800,000"
Vanguard,Toyota,2011,Black,Kenyan Used,Automatic,62765,"Nairobi, Nairobi Central","KSh 1,830,000"
Vanguard,Toyota,2011,Black,Kenyan Used,Automatic,62765,"Nairobi, Nairobi Central","KSh 1,830,000"
Harrier,Toyota,2011,Black,Kenyan Used,Automatic,112999,"Nairobi, Nairobi Central","KSh 1,950,000"
Vanguard,Toyota,2011,Black,Kenyan Used,Automatic,149886,"Nairobi, Nairobi Central","KSh 1,950,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,68000,"Nairobi, Nairobi Central","KSh 2,350,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,350,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,122352,"Nairobi, Nairobi Central","KSh 2,380,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,122352,"Nairobi, Nairobi Central","KSh 2,380,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,69895,"Nairobi, Nairobi Central","KSh 2,400,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,400,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,102032,"Nairobi, Nairobi Central","KSh 2,450,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,450,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,95600,"Nairobi, Nairobi Central","KSh 2,450,000"
Hilux,Toyota,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,450,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 3,000,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,110000,"Nairobi, Nairobi Central","KSh 3,150,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,124000,"Nairobi, Nairobi Central","KSh 3,300,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,140000,"Nairobi, Nairobi Central","KSh 3,450,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 3,600,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,110000,"Nairobi, Nairobi Central","KSh 3,800,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,96522,"Nairobi, Nairobi Central","KSh 4,350,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,102864,"Nairobi, Nairobi Central","KSh 4,999,999"
Land,Toyota,2011,Black,Kenyan Used,Automatic,69864,"Nairobi, Nairobi Central","KSh 5,300,000"
Passo,Toyota,2011,Black,Kenyan Used,Automatic,98436,"Nairobi, Nairobi Central","KSh 550,000"
Land,Toyota,2011,Black,Kenyan Used,Automatic,90000,"Nairobi, Nairobi Central","KSh 6,350,000"
Ractis,Toyota,2011,Black,Kenyan Used,Automatic,112800,"Nairobi, Nairobi Central","KSh 735,000"
Auris,Toyota,2011,Black,Kenyan Used,Automatic,121523,"Nairobi, Nairobi Central","KSh 800,000"
Corolla,Toyota,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 850,000"
ISIS,Toyota,2011,Black,Kenyan Used,Automatic,169000,"Nairobi, Nairobi Central","KSh 880,000"
Wish,Toyota,2011,Black,Kenyan Used,Automatic,134000,"Nairobi, Nairobi Central","KSh 970,000"
Fielder,Toyota,2011,Black,Kenyan Used,Automatic,125838,"Nairobi, Nairobi Central","KSh 970,000"
Fielder,Toyota,2011,Black,Kenyan Used,Automatic,112123,"Nairobi, Nairobi Central","KSh 990,000"
Fielder,Toyota,2011,Black,Kenyan Used,Automatic,112123,"Nairobi, Nairobi Central","KSh 990,000"
Sharan,Volkswagen,2011,Black,Kenyan Used,Automatic,175000,"Nairobi, Nairobi Central","KSh 1,050,000"
Golf,Volkswagen,2011,Black,Kenyan Used,Automatic,83433,"Nairobi, Nairobi Central","KSh 950,000"
V70,Volvo,2011,Black,Kenyan Used,Automatic,78000,"Nairobi, Nairobi Central","KSh 1,050,000"
A3,Audi,2010,Black,Kenyan Used,Automatic,159000,"Nairobi, Nairobi Central","KSh 830,000"
320i,BMW,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,050,000"
X5,BMW,2010,Black,Kenyan Used,Automatic,154000,"Nairobi, Nairobi Central","KSh 2,200,000"
320i,BMW,2010,Black,Kenyan Used,Automatic,127389,"Nairobi, Nairobi Central","KSh 950,000"
Escape,Ford,2010,Black,Kenyan Used,Automatic,80000,"Nairobi, Nairobi Central","KSh 1,500,000"
Escape,Ford,2010,Black,Kenyan Used,Automatic,80000,"Nairobi, Nairobi Central","KSh 1,500,000"
Crossroad,Honda,2010,Black,Kenyan Used,Automatic,147000,"Nairobi, Nairobi Central","KSh 1,150,000"
Crossroad,Honda,2010,Black,Kenyan Used,Automatic,148000,"Nairobi, Nairobi Central","KSh 1,150,000"
CR-V,Honda,2010,Black,Kenyan Used,Automatic,93000,"Nairobi, Nairobi Central","KSh 1,500,000"
CR-V,Honda,2010,Black,Kenyan Used,Automatic,93000,"Nairobi, Nairobi Central","KSh 1,500,000"
CR-V,Honda,2010,Black,Kenyan Used,Automatic,93000,"Nairobi, Nairobi Central","KSh 1,500,000"
Stream,Honda,2010,Black,Kenyan Used,Automatic,128523,"Nairobi, Nairobi Central","KSh 765,000"
Stream,Honda,2010,Black,Kenyan Used,Automatic,128385,"Nairobi, Nairobi Central","KSh 765,000"
Stream,Honda,2010,Black,Kenyan Used,Automatic,134666,"Nairobi, Nairobi Central","KSh 770,000"
RX,Lexus,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,200,000"
RX,Lexus,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,200,000"
Demio,Mazda,2010,Black,Kenyan Used,Automatic,138000,"Nairobi, Nairobi Central","KSh 470,000"
Verisa,Mazda,2010,Black,Kenyan Used,Automatic,100000,"Nairobi, Nairobi Central","KSh 650,000"
E300,Mercedes-Benz,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,150,000"
E250,Mercedes-Benz,2010,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 2,230,000"
E250,Mercedes-Benz,2010,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 2,230,000"
E250,Mercedes-Benz,2010,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 2,230,000"
S-Class,Mercedes-Benz,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,650,000"
M,Mercedes-Benz,2010,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 3,450,000"
M,Mercedes-Benz,2010,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 3,450,000"
M,Mercedes-Benz,2010,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 3,450,000"
Cooper,Mini,2010,Black,Kenyan Used,Automatic,123000,"Nairobi, Nairobi Central","KSh 780,000"
Cooper,Mini,2010,Black,Kenyan Used,Automatic,123000,"Nairobi, Nairobi Central","KSh 780,000"
RVR,Mitsubishi,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,050,000"
RVR,Mitsubishi,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,050,000"
Outlander,Mitsubishi,2010,Black,Kenyan Used,Automatic,190000,"Nairobi, Nairobi Central","KSh 1,100,000"
Outlander,Mitsubishi,2010,Black,Kenyan Used,Automatic,190000,"Nairobi, Nairobi Central","KSh 1,100,000"
Outlander,Mitsubishi,2010,Black,Kenyan Used,Automatic,143001,"Nairobi, Nairobi Central","KSh 1,150,000"
RVR,Mitsubishi,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,199,999"
Outlander,Mitsubishi,2010,Black,Kenyan Used,Automatic,133013,"Nairobi, Nairobi Central","KSh 1,490,000"
Colt,Mitsubishi,2010,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 515,000"
X-Trail,Nissan,2010,Black,Kenyan Used,Automatic,128523,"Nairobi, Nairobi Central","KSh 1,080,000"
X-Trail,Nissan,2010,Black,Kenyan Used,Automatic,128523,"Nairobi, Nairobi Central","KSh 1,080,000"
X-Trail,Nissan,2010,Black,Kenyan Used,Automatic,128523,"Nairobi, Nairobi Central","KSh 1,080,000"
X-Trail,Nissan,2010,Black,Kenyan Used,Automatic,124000,"Nairobi, Nairobi Central","KSh 1,085,000"
X-Trail,Nissan,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,090,000"
X-Trail,Nissan,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,100,000"
X-Trail,Nissan,2010,Black,Kenyan Used,Automatic,145000,"Nairobi, Nairobi Central","KSh 1,150,000"
Note,Nissan,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 439,000"
Note,Nissan,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 495,000"
Note,Nissan,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 495,000"
Forester,Subaru,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,370,000"
Forester,Subaru,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,390,000"
Forester,Subaru,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,390,000"
Impreza,Subaru,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 660,000"
Fielder,Toyota,2010,Black,Kenyan Used,Automatic,61369,"Nairobi, Nairobi Central","KSh 1,050,000"
Voxy,Toyota,2010,Black,Kenyan Used,Automatic,119852,"Nairobi, Nairobi Central","KSh 1,080,000"
Premio,Toyota,2010,Black,Kenyan Used,Automatic,89653,"Nairobi, Nairobi Central","KSh 1,130,000"
Wish,Toyota,2010,Black,Kenyan Used,Automatic,105693,"Nairobi, Nairobi Central","KSh 1,130,000"
RAV4,Toyota,2010,Black,Kenyan Used,Automatic,145000,"Nairobi, Nairobi Central","KSh 1,290,000"
RAV4,Toyota,2010,Black,Kenyan Used,Automatic,127000,"Nairobi, Nairobi Central","KSh 1,290,000"
Vanguard,Toyota,2010,Black,Kenyan Used,Automatic,121000,"Nairobi, Nairobi Central","KSh 1,390,000"
Vanguard,Toyota,2010,Black,Kenyan Used,Automatic,113000,"Nairobi, Nairobi Central","KSh 1,485,000"
Vanguard,Toyota,2010,Black,Kenyan Used,Automatic,132266,"Nairobi, Nairobi Central","KSh 1,495,000"
Vanguard,Toyota,2010,Black,Kenyan Used,Automatic,105255,"Nairobi, Nairobi Central","KSh 1,500,000"
Vellfire,Toyota,2010,Black,Kenyan Used,Automatic,195195,"Nairobi, Nairobi Central","KSh 1,550,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,100000,"Nairobi, Nairobi Central","KSh 1,700,000"
Vanguard,Toyota,2010,Black,Kenyan Used,Automatic,132000,"Nairobi, Nairobi Central","KSh 1,700,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,780,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,98523,"Nairobi, Nairobi Central","KSh 1,780,000"
Vanguard,Toyota,2010,Black,Kenyan Used,Automatic,92300,"Nairobi, Nairobi Central","KSh 1,780,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,780,000"
Vanguard,Toyota,2010,Black,Kenyan Used,Automatic,92300,"Nairobi, Nairobi Central","KSh 1,780,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 1,800,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,68000,"Nairobi, Nairobi Central","KSh 1,840,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,111200,"Nairobi, Nairobi Central","KSh 1,850,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,89563,"Nairobi, Nairobi Central","KSh 2,000,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,89563,"Nairobi, Nairobi Central","KSh 2,000,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,89563,"Nairobi, Nairobi Central","KSh 2,000,000"
Harrier,Toyota,2010,Black,Kenyan Used,Automatic,89563,"Nairobi, Nairobi Central","KSh 2,000,000"
Hilux,Toyota,2010,Black,Kenyan Used,Automatic,69000,"Nairobi, Nairobi Central","KSh 2,450,000"
Hilux,Toyota,2010,Black,Kenyan Used,Automatic,102356,"Nairobi, Nairobi Central","KSh 2,600,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 2,990,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,116000,"Nairobi, Nairobi Central","KSh 3,050,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,97500,"Nairobi, Nairobi Central","KSh 3,100,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,120369,"Nairobi, Nairobi Central","KSh 3,150,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 3,150,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,112890,"Nairobi, Nairobi Central","KSh 3,150,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,92056,"Nairobi, Nairobi Central","KSh 3,150,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,108000,"Nairobi, Nairobi Central","KSh 3,200,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,108000,"Nairobi, Nairobi Central","KSh 3,200,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,48000,"Nairobi, Nairobi Central","KSh 3,250,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 3,250,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,102000,"Nairobi, Nairobi Central","KSh 3,280,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,105369,"Nairobi, Nairobi Central","KSh 3,300,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 3,350,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,49000,"Nairobi, Nairobi Central","KSh 3,350,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,112890,"Nairobi, Nairobi Central","KSh 3,400,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,89000,"Nairobi, Nairobi Central","KSh 4,100,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 4,250,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,59933,"Nairobi, Nairobi Central","KSh 4,299,999"
Land,Toyota,2010,Black,Kenyan Used,Automatic,99632,"Nairobi, Nairobi Central","KSh 4,400,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 4,900,000"
Caldina,Toyota,2010,Black,Kenyan Used,Automatic,150000,"Nairobi, Nairobi Central","KSh 450,000"
Passo,Toyota,2010,Black,Kenyan Used,Automatic,102042,"Nairobi, Nairobi Central","KSh 520,000"
Land,Toyota,2010,Black,Kenyan Used,Automatic,78000,"Nairobi, Nairobi Central","KSh 6,980,000"
Corolla,Toyota,2010,Black,Kenyan Used,Automatic,153000,"Nairobi, Nairobi Central","KSh 785,000"
Allion,Toyota,2010,Black,Kenyan Used,Automatic,165000,"Nairobi, Nairobi Central","KSh 835,000"
Allion,Toyota,2010,Black,Kenyan Used,Automatic,145000,"Nairobi, Nairobi Central","KSh 845,000"
Auris,Toyota,2010,Black,Kenyan Used,Automatic,140000,"Nairobi, Nairobi Central","KSh 860,000"
Fielder,Toyota,2010,Black,Kenyan Used,Automatic,112890,"Nairobi, Nairobi Central","KSh 880,000"
Fielder,Toyota,2010,Black,Kenyan Used,Automatic,116000,"Nairobi, Nairobi Central","KSh 880,000"
Voxy,Toyota,2010,Black,Kenyan Used,Automatic,116000,"Nairobi, Nairobi Central","KSh 890,000"
Allion,Toyota,2010,Black,Kenyan Used,Automatic,130000,"Nairobi, Nairobi Central","KSh 900,000"
Wish,Toyota,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 910,000"
Mark,Toyota,2010,Black,Kenyan Used,Automatic,125000,"Nairobi, Nairobi Central","KSh 920,000"
Fielder,Toyota,2010,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 920,000"
Wish,Toyota,2010,Black,Kenyan Used,Automatic,98000,"Nairobi, Nairobi Central","KSh 940,000"
Wish,Toyota,2010,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 960,000"
Wish,Toyota,2010,Black,Kenyan Used,Automatic,98523,"Nairobi, Nairobi Central","KSh 960,000"
Wish,Toyota,2010,Black,Kenyan Used,Automatic,112365,"Nairobi, Nairobi Central","KSh 980,000"
Tiguan,Volkswagen,2010,Black,Kenyan Used,Automatic,26000,"Nairobi, Nairobi Central","KSh 1,400,000"
Golf,Volkswagen,2010,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 695,000"
Golf,Volkswagen,2010,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 695,000"
Jetta,Volkswagen,2010,Black,Kenyan Used,Automatic,82000,"Nairobi, Nairobi Central","KSh 850,000"
XC60,Volvo,2010,Black,Kenyan Used,Automatic,99000,"Nairobi, Nairobi Central","KSh 1,830,000"
X6,BMW,2009,Black,Kenyan Used,Automatic,92000,"Nairobi, Nairobi Central","KSh 3,500,000"
RX,Lexus,2009,Black,Kenyan Used,Automatic,174000,"Nairobi, Nairobi Central","KSh 1,980,000"
C200,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,123444,"Nairobi, Nairobi Central","KSh 1,300,000"
C200,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,123444,"Nairobi, Nairobi Central","KSh 1,300,000"
C200,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,123444,"Nairobi, Nairobi Central","KSh 1,300,000"
CLK,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,90000,"Nairobi, Nairobi Central","KSh 1,400,000"
CLK,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,90000,"Nairobi, Nairobi Central","KSh 1,400,000"
CLK,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,90000,"Nairobi, Nairobi Central","KSh 1,400,000"
C200,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,119852,"Nairobi, Nairobi Central","KSh 1,480,000"
C200,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,109000,"Nairobi, Nairobi Central","KSh 1,480,000"
C200,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,500,000"
C200,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,500,000"
B-Class,Mercedes-Benz,2009,Black,Kenyan Used,Automatic,116000,"Nairobi, Nairobi Central","KSh 865,000"
RVR,Mitsubishi,2009,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,249,000"
RVR,Mitsubishi,2009,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,249,000"
Outlander,Mitsubishi,2009,Black,Kenyan Used,Automatic,126076,"Nairobi, Nairobi Central","KSh 1,280,000"
X-Trail,Nissan,2009,Black,Kenyan Used,Automatic,230000,"Nairobi, Nairobi Central","KSh 1,200,000"
X-Trail,Nissan,2009,Black,Kenyan Used,Automatic,230000,"Nairobi, Nairobi Central","KSh 1,200,000"
X-Trail,Nissan,2009,Black,Kenyan Used,Automatic,108000,"Nairobi, Nairobi Central","KSh 1,200,000"
Qashqai,Nissan,2009,Black,Kenyan Used,Automatic,59524,"Nairobi, Nairobi Central","KSh 1,300,000"
Wingroad,Nissan,2009,Black,Kenyan Used,Automatic,135998,"Nairobi, Nairobi Central","KSh 480,000"
Wingroad,Nissan,2009,Black,Kenyan Used,Automatic,135998,"Nairobi, Nairobi Central","KSh 480,000"
Wingroad,Nissan,2009,Black,Kenyan Used,Automatic,135998,"Nairobi, Nairobi Central","KSh 480,000"
Note,Nissan,2009,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 535,000"
Sylphy,Nissan,2009,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 560,000"
X-Trail,Nissan,2009,Black,Kenyan Used,Automatic,189665,"Nairobi, Nairobi Central","KSh 700,000"
X-Trail,Nissan,2009,Black,Kenyan Used,Automatic,189665,"Nairobi, Nairobi Central","KSh 700,000"
X-Trail,Nissan,2009,Black,Kenyan Used,Automatic,119000,"Nairobi, Nairobi Central","KSh 970,000"
Outback,Subaru,2009,Black,Kenyan Used,Automatic,136000,"Nairobi, Nairobi Central","KSh 1,180,000"
Forester,Subaru,2009,Black,Kenyan Used,Automatic,171383,"Nairobi, Nairobi Central","KSh 1,190,000"
Forester,Subaru,2009,Black,Kenyan Used,Automatic,171383,"Nairobi, Nairobi Central","KSh 1,190,000"
Forester,Subaru,2009,Black,Kenyan Used,Automatic,116000,"Nairobi, Nairobi Central","KSh 1,195,000"
Outback,Subaru,2009,Black,Kenyan Used,Automatic,131500,"Nairobi, Nairobi Central","KSh 1,250,000"
Forester,Subaru,2009,Black,Kenyan Used,Automatic,129385,"Nairobi, Nairobi Central","KSh 1,250,000"
Forester,Subaru,2009,Black,Kenyan Used,Automatic,129385,"Nairobi, Nairobi Central","KSh 1,250,000"
Outback,Subaru,2009,Black,Kenyan Used,Automatic,131500,"Nairobi, Nairobi Central","KSh 1,250,000"
Forester,Subaru,2009,Black,Kenyan Used,Automatic,105963,"Nairobi, Nairobi Central","KSh 1,300,000"
Legacy,Subaru,2009,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 779,999"
Outback,Subaru,2009,Black,Kenyan Used,Automatic,126000,"Nairobi, Nairobi Central","KSh 895,000"
Escudo,Suzuki,2009,Black,Kenyan Used,Automatic,160000,"Nairobi, Nairobi Central","KSh 880,000"
RAV4,Toyota,2009,Black,Kenyan Used,Automatic,107254,"Nairobi, Nairobi Central","KSh 1,220,000"
Vanguard,Toyota,2009,Black,Kenyan Used,Automatic,114730,"Nairobi, Nairobi Central","KSh 1,330,000"
Vanguard,Toyota,2009,Black,Kenyan Used,Automatic,114730,"Nairobi, Nairobi Central","KSh 1,330,000"
RAV4,Toyota,2009,Black,Kenyan Used,Automatic,89652,"Nairobi, Nairobi Central","KSh 1,350,000"
RAV4,Toyota,2009,Black,Kenyan Used,Automatic,130000,"Nairobi, Nairobi Central","KSh 1,390,000"
RAV4,Toyota,2009,Black,Kenyan Used,Automatic,124021,"Nairobi, Nairobi Central","KSh 1,450,000"
Vanguard,Toyota,2009,Black,Kenyan Used,Automatic,115153,"Nairobi, Nairobi Central","KSh 1,500,000"
Harrier,Toyota,2009,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,599,999"
Harrier,Toyota,2009,Black,Kenyan Used,Automatic,127000,"Nairobi, Nairobi Central","KSh 1,680,000"
Harrier,Toyota,2009,Black,Kenyan Used,Automatic,118000,"Nairobi, Nairobi Central","KSh 1,685,000"
Harrier,Toyota,2009,Black,Kenyan Used,Automatic,125852,"Nairobi, Nairobi Central","KSh 1,700,000"
Harrier,Toyota,2009,Black,Kenyan Used,Automatic,140000,"Nairobi, Nairobi Central","KSh 1,740,000"
Hilux,Toyota,2009,Black,Kenyan Used,Automatic,152000,"Nairobi, Nairobi Central","KSh 2,090,000"
Hilux,Toyota,2009,Black,Kenyan Used,Automatic,152000,"Nairobi, Nairobi Central","KSh 2,090,000"
Hilux,Toyota,2009,Black,Kenyan Used,Automatic,173234,"Nairobi, Nairobi Central","KSh 2,150,000"
Land,Toyota,2009,Black,Kenyan Used,Automatic,86321,"Nairobi, Nairobi Central","KSh 2,150,000"
Hilux,Toyota,2009,Black,Kenyan Used,Automatic,128253,"Nairobi, Nairobi Central","KSh 2,180,000"
